N;Scale;Approximated Value;Deviation;
100;1;1.26388;0.33812
600;1;0.745364;0.210852
1100;1;1.0606;0.122898
1600;1;0.777771;0.176541
2100;1;0.976843;0.0342249
2600;1;0.953517;0.00952867
3100;1;1.00671;0.0658477
3600;1;0.845286;0.105061
4100;1;1.04098;0.102129
4600;1;0.923603;0.0221428
5100;1;0.911212;0.0352616
5600;1;0.97395;0.0311614
6100;1;0.984964;0.0428227
6600;1;0.938333;0.00654701
7100;1;0.948935;0.00467758
7600;1;0.927441;0.0180797
8100;1;0.978215;0.0356772
8600;1;0.921342;0.0245366
9100;1;0.924137;0.0215773
9600;1;0.982341;0.0400455
10100;1;0.915421;0.0308054
10600;1;0.941947;0.00272162
11100;1;0.929296;0.0161152
11600;1;0.934498;0.0106073
12100;1;0.929629;0.0157627
12600;1;0.931319;0.0139736
13100;1;0.923232;0.0225357
13600;1;0.9379;0.00700571
14100;1;0.927395;0.0181277
14600;1;0.930928;0.0143876
15100;1;0.949035;0.00478319
15600;1;0.946039;0.0016108
16100;1;0.971006;0.0280447
16600;1;0.954058;0.010101
17100;1;0.929573;0.0158224
17600;1;0.943489;0.00108847
18100;1;0.928706;0.0167403
18600;1;0.945033;0.00054657
19100;1;0.951853;0.00776684
19600;1;0.925091;0.0205673
20100;1;0.938839;0.00601163
20600;1;0.965606;0.022328
21100;1;0.948254;0.00395614
21600;1;0.936206;0.00879974
22100;1;0.965615;0.022337
22600;1;0.921022;0.0248755
23100;1;0.965901;0.0226394
23600;1;0.949144;0.00489873
24100;1;0.935907;0.00911611
24600;1;0.932693;0.0125191
25100;1;0.921473;0.0243983
25600;1;0.968416;0.0253026
26100;1;0.968116;0.0249852
26600;1;0.9141;0.0322039
27100;1;0.94172;0.0029617
27600;1;0.97785;0.0352904
28100;1;0.937961;0.00694107
28600;1;0.956917;0.0131277
29100;1;0.937468;0.00746346
29600;1;0.913092;0.0332706
30100;1;0.926671;0.0188941
30600;1;0.939171;0.00566019
31100;1;0.936889;0.0080765
31600;1;0.961445;0.0179226
32100;1;0.945561;0.00110514
32600;1;0.957004;0.0132204
33100;1;0.93873;0.00612766
